gene,f_score,p_value,chrom,start,genome_pos,cytoband
GPLD1,116.32394454899882,7.1830097347308095e-25,chr6,24425833.0,1085624157.0,6p22.3
TMEM133,116.29423977446682,7.27339130670659e-25,chr11,100687287.0,1909368338.0,11q22.1
GLE1L,116.22538447232328,7.487308120703982e-25,chr9,128504691.0,1664993603.0,9q34.11
GJA12,116.21092884864952,7.5330140679698345e-25,chr1,228149929.0,228149929.0,1q42.13
NFYA,116.19111595413668,7.596113924626406e-25,chr6,41072973.0,1102271297.0,6p21.1
ERCC4,116.19089067840326,7.596834421377946e-25,chr16,13920153.0,2414362370.0,16p13.12
HYLS1,116.18300967508182,7.6220833561870725e-25,chr11,125883613.0,1934564664.0,11q24.2
AP4M1,116.12891267126037,7.797685799146886e-25,chr7,100101642.0,1332105945.0,7q22.1
FOLR1,116.05331833821961,8.049891965679432e-25,chr11,72189708.0,1880870759.0,11q13.4
MAFF,116.04612660127614,8.074308200293417e-25,chr22,38201931.0,2862384985.0,22q13.1
LAMA3,116.03454707805015,8.113777410502902e-25,chr18,23689452.0,2597727455.0,18q11.2
BTBD12,116.02099321886841,8.160222238420314e-25,chr16,3581182.0,2404023399.0,16p13.3
BOP1,116.00376144929784,8.219655541264202e-25,chr8,144262044.0,1535612320.0,8q24.3
SLC9A9,115.99241325278065,8.259033133985129e-25,chr3,143265221.0,634415172.0,3q24
ANKRD22,115.82159823251203,8.875147909913724e-25,chr10,88819895.0,1763703524.0,10q23.31
BAZ1B,115.8134134476856,8.90580135346717e-25,chr7,73440406.0,1305444709.0,7q11.23
SULF1,115.79363557513375,8.980312216981996e-25,chr8,69466623.0,1460816899.0,8q13.2
PIGM,115.74809416995036,9.15427182479165e-25,chr1,160024952.0,160024952.0,1q23.2
FLJ40504,115.74517051099255,9.16555448293457e-25,,,,
DIXDC1,115.6402244385899,9.579926487224476e-25,chr11,111927143.0,1920608194.0,11q23.1
ASNA1,115.62542102920688,9.639870571743e-25,chr19,12737105.0,2667148393.0,19p13.13
IGFBP1,115.62362877909639,9.647153506008177e-25,chr7,45888487.0,1277892790.0,7p12.3
TTYH3,115.58742225822014,9.795469544355061e-25,chr7,2631985.0,1234636288.0,7p22.3
TYRO3,115.55397535702255,9.934513746428833e-25,chr15,41559211.0,2340010239.0,15q15.1
CCDC78,115.4596551886726,1.0337379723842932e-24,chr16,722581.0,2401164798.0,16p13.3
COPE,115.42605187074578,1.048483564158114e-24,chr19,18899513.0,2673310801.0,19p13.11
PPL,115.39746357166814,1.0611945665890595e-24,chr16,4882506.0,2405324723.0,16p13.3
LAMA4,115.37312006626041,1.0721400764387502e-24,chr6,112107930.0,1173306254.0,6q21
CLYBL,115.36925843229643,1.0738867550812661e-24,chr13,99606663.0,2176649645.0,13q32.3
RAE1,115.31827884121785,1.097215129505557e-24,chr20,57351254.0,2770380158.0,20q13.31
GLDN,115.30052779184122,1.1054568668222393e-24,chr15,51341654.0,2349792682.0,15q21.2
CHD4,115.25237042545498,1.1281303919207417e-24,chr12,6570081.0,1950337754.0,12p13.31
LOC728131,115.22049735205749,1.1433930050457374e-24,,,,
C10orf33,115.20083019616173,1.152913948986865e-24,chr10,98383567.0,1773267196.0,10q24.2
PPP1CA,115.11468963986754,1.1955612178874632e-24,chr11,67398182.0,1876079233.0,11q13.2
SEMA5A,114.95289829334438,1.2799887930292088e-24,chr5,9035032.0,888695097.0,5p15.31
DTX3L,114.93312459109053,1.2907094473207422e-24,chr3,122564337.0,613714288.0,3q21.1
IPO4,114.925124577426,1.2950723540232456e-24,chr14,24180218.0,2215587528.0,14q12
ACAA2,114.88300998818212,1.3182852860148094e-24,chr18,49782163.0,2623820166.0,18q21.1
GYS2,114.87314872430527,1.3237807263506805e-24,chr12,21536106.0,1965303779.0,12p12.1
HIST1H3B,114.74850812397518,1.3952541869868705e-24,chr6,26031588.0,1087229912.0,6p22.2
ACTA2,114.73581538526467,1.4027465234366156e-24,chr10,88935073.0,1763818702.0,10q23.31
ST14,114.7155587668408,1.4147874335021744e-24,chr11,130159781.0,1938840832.0,11q24.3
HLCS,114.69975490356515,1.4242535288664843e-24,chr21,36748624.0,2814221695.0,21q22.13
PAICS,114.68373091639691,1.4339163707931177e-24,chr4,56435748.0,745881258.0,4q12
GSK3B,114.67466833417299,1.4394104194458752e-24,chr3,119821320.0,610971271.0,3q13.33
CNOT3,114.61654675303903,1.4751514274213266e-24,chr19,54137761.0,2708549049.0,19q13.42
UACA,114.57261547439036,1.5027561663949655e-24,chr15,70654553.0,2369105581.0,15q23
SERINC2,114.56322114776425,1.5087261584576437e-24,chr1,31409776.0,31409776.0,1p35.2
NUP50,114.53907546636923,1.5241799095385873e-24,chr22,45163924.0,2869346978.0,22q13.31
TMEM125,114.4752898371074,1.56577252424329e-24,chr1,43269982.0,43269982.0,1p34.2
LRFN2,114.30763083019659,1.6806112958000773e-24,chr6,40391590.0,1101589914.0,6p21.2
ABCB8,114.23719563873411,1.7313432217493076e-24,chr7,151028421.0,1383032724.0,7q36.1
RAI1,114.22180644154211,1.7426305016144964e-24,chr17,17681457.0,2508462019.0,17p11.2
C17orf70,114.20255685083038,1.7568532221593747e-24,chr17,81539890.0,2572320452.0,17q25.3
NCAPD2,114.19269847206078,1.7641822154447062e-24,chr12,6494101.0,1950261774.0,12p13.31
CTSG,114.10114380430217,1.8337292957184293e-24,chr14,24573517.0,2215980827.0,14q12
TMIE,114.09505592608942,1.8384501805035285e-24,chr3,46693777.0,537843728.0,3p21.31
TSSC1,114.04197280523029,1.8801341356986462e-24,chr2,3188924.0,252145346.0,2p25.3
UBQLN1,114.02469701180766,1.8939036376935e-24,chr9,83659967.0,1620148879.0,9q21.32
FAM71A,113.944552489476,1.9591177205917288e-24,chr1,212624473.0,212624473.0,1q32.3
NEXN,113.89902775496991,1.9971602445364615e-24,chr1,77888514.0,77888514.0,1p31.1
NAP1L5,113.87581064258619,2.016846069924536e-24,chr4,88695912.0,778141422.0,4q22.1
VPS72,113.85244052785806,2.0368582961348895e-24,chr1,151176305.0,151176305.0,1q21.3
SMAD5OS,113.76789736960009,2.1109330683658683e-24,chr5,136129513.0,1015789578.0,5q31.1
LETM1,113.75416458248922,2.123218118829411e-24,chr4,1811478.0,691256988.0,4p16.3
GPBAR1,113.71992045942463,2.1541656075908835e-24,chr2,218259495.0,467215917.0,2q35
LIMS3,113.71462538965953,2.1589911745922205e-24,chr2,109898687.0,358855109.0,2q13
PGM1,113.63915144508789,2.2289641465908237e-24,chr1,63593410.0,63593410.0,1p31.3
ARRDC1,113.60539339034962,2.2609940623339724e-24,chr9,137605639.0,1674094551.0,9q34.3
C1orf93,113.4170130137956,2.448401673814877e-24,chr1,2586522.0,2586522.0,1p36.32
FNDC4,113.41082200916718,2.4548185170179498e-24,chr2,27491882.0,276448304.0,2p23.3
GOLGA8A,113.39354503867058,2.4728151337174498e-24,chr15,34379068.0,2332830096.0,15q14
TM9SF4,113.36623272998054,2.5015355881302483e-24,chr20,32109713.0,2745138617.0,20q11.21
NLRX1,113.34518711339334,2.5238944188493195e-24,chr11,119168333.0,1927849384.0,11q23.3
NES,113.3443072144579,2.524833577523328e-24,chr1,156668762.0,156668762.0,1q23.1
RPS4X,113.32267476166462,2.548033566176791e-24,chrX,72272042.0,2947273564.0,Xq13.1
DOCK11,113.26953622944156,2.6059349510001527e-24,chrX,118495908.0,2993497430.0,Xq24
GDI1,113.26351479442998,2.6125788310863937e-24,chrX,154437153.0,3029438675.0,Xq28
SLC22A11,113.25117077330604,2.626252064131217e-24,chr11,64555940.0,1873236991.0,11q13.1
SIRT7,113.23439290946335,2.644951793051285e-24,chr17,81911938.0,2572692500.0,17q25.3
FOXO4,113.224592965547,2.65593605546357e-24,chrX,71095850.0,2946097372.0,Xq13.1
CLN6,113.20498443025707,2.6780519033576864e-24,chr15,68206991.0,2366658019.0,15q23
ZNF25,113.19389964772134,2.690635750078005e-24,chr10,37949571.0,1712833200.0,10p11.21
TINAGL1,113.15561734509517,2.7345533332214015e-24,chr1,31576484.0,31576484.0,1p35.2
PIK3R1,113.15407384730334,2.736339048175698e-24,chr5,68215755.0,947875820.0,5q13.1
ADAMTSL4,113.1527164831998,2.7379103870040084e-24,chr1,150549407.0,150549407.0,1q21.2
C15orf5,113.12844427385025,2.766162238582164e-24,chr15,77223907.0,2375674935.0,15q24.3
SMARCA4,113.03063014000591,2.883010314602092e-24,chr19,10961029.0,2665372317.0,19p13.2
RBM27,113.00958643877766,2.908789465108892e-24,chr5,146203604.0,1025863669.0,5q32
XAGE3,112.96846367645327,2.9598357063684974e-24,chrX,52862528.0,2927864050.0,Xp11.22
RPS13,112.87859442139445,3.0745427667281176e-24,chr11,17074387.0,1825755438.0,11p15.1
LOC198437,112.86120491605962,3.0972482230512526e-24,,,,
TENC1,112.84295125334013,3.121263061469713e-24,chr12,53046990.0,1996814663.0,12q13.13
TGDS,112.83202298584253,3.1357298155897632e-24,chr13,94574053.0,2171617035.0,13q32.1
MFSD3,112.80502701502508,3.171755958893841e-24,chr8,144509035.0,1535859311.0,8q24.3
CCDC21,112.71305377802788,3.297641707472221e-24,chr1,26234199.0,26234199.0,1p36.11
ALAS2,112.70014261216507,3.31571038254642e-24,chrX,55009054.0,2930010576.0,Xp11.21
SMARCAL1,112.68920932023688,3.331088769609956e-24,chr2,216412483.0,465368905.0,2q35
ADAMDEC1,112.65297445655064,3.382569034415695e-24,chr8,24384284.0,1415734560.0,8p21.2
ABI3BP,112.64062323987535,3.400298735141601e-24,chr3,100749155.0,591899106.0,3q12.2
C2orf40,112.63752594173528,3.404759395248101e-24,chr2,106065687.0,355022109.0,2q12.2
ZNF502,112.6363589545346,3.4064415870571645e-24,chr3,44712642.0,535862593.0,3p21.31
DLEC1,112.63576607478406,3.407296532421429e-24,chr3,38039204.0,529189155.0,3p22.2
KIAA0355,112.54290114644972,3.5439033551900044e-24,chr19,34254553.0,2688665841.0,19q13.11
NSUN5,112.51610687510544,3.584330688789495e-24,chr7,73302515.0,1305306818.0,7q11.23
SV2B,112.49414419045893,3.6178130321763884e-24,chr15,91099587.0,2389550615.0,15q26.1
STARD8,112.4867572571704,3.629144884520725e-24,chrX,68647668.0,2943649190.0,Xq13.1
ITPR3,112.47218661729343,3.651601363024363e-24,chr6,33621321.0,1094819645.0,6p21.31
CAPN6,112.38761059538332,3.784732800333549e-24,chrX,111245098.0,2986246620.0,Xq23
BOC,112.36941459531494,3.8140059679639914e-24,chr3,113211556.0,604361507.0,3q13.2
MPHOSPH9,112.28920491038647,3.9457773827012214e-24,chr12,123154228.0,2066921901.0,12q24.31
SOX10,112.18130348429304,4.1302784591656726e-24,chr22,37972311.0,2862155365.0,22q13.1
ARHGEF16,112.16197455428699,4.164232047543419e-24,chr1,3454664.0,3454664.0,1p36.32
ECOP,112.0240614809932,4.414761727321937e-24,chr7,55470607.0,1287474910.0,7p11.2
GATAD2B,112.01839349188356,4.4253756425153775e-24,chr1,153804726.0,153804726.0,1q21.3
SPATA22,111.99686287661413,4.465927948616483e-24,chr17,3440010.0,2494220572.0,17p13.2
WDR5,111.98443417621493,4.489506611015039e-24,chr9,134135198.0,1670624110.0,9q34.2
hCG_18290,111.97057276590103,4.515950682124954e-24,,,,
TNFAIP8L1,111.95137782856679,4.552828081620082e-24,chr19,4639515.0,2659050803.0,19p13.3
SPAG1,111.8902510512603,4.672290862607497e-24,chr8,100158037.0,1491508313.0,8q22.2
NACAD,111.88465761549638,4.683378232422369e-24,chr7,45080436.0,1277084739.0,7p13
ZNF576,111.88262930463793,4.687405292553682e-24,chr19,43596391.0,2698007679.0,19q13.31
HABP4,111.78635618601383,4.8825994475492895e-24,chr9,96450168.0,1632939080.0,9q22.32
FAM128A,111.78524908663373,4.884890902229175e-24,chr2,131483959.0,380440381.0,2q21.1
ODF2,111.75036963010902,4.957639058716823e-24,chr9,128455154.0,1664944066.0,9q34.11
C19orf10,111.73390620980287,4.992353589118586e-24,chr19,4657544.0,2659068832.0,19p13.3
ZNF653,111.67119380348196,5.12683733664976e-24,chr19,11483428.0,2665894716.0,19p13.2
NOLC1,111.58689265236228,5.313363751757163e-24,chr10,102152175.0,1777035804.0,10q24.32
MPPED2,111.57722896369059,5.335176345588576e-24,chr11,30384078.0,1839065129.0,11p14.1
VWF,111.57625691884502,5.3373753847409124e-24,chr12,5948878.0,1949716551.0,12p13.31
SHMT2,111.57559242587931,5.338879178362523e-24,chr12,57229710.0,2000997383.0,12q13.3
SNAI2,111.5725159283038,5.345847048866307e-24,chr8,48917597.0,1440267873.0,8q11.21
AP1S1,111.52458763795569,5.4555845721200715e-24,chr7,101154475.0,1333158778.0,7q22.1
ALS2CL,111.46235309830553,5.601458663293393e-24,chr3,46668994.0,537818945.0,3p21.31
MPN2,111.44598658022356,5.64046667672135e-24,chr1,227815684.0,227815684.0,1q42.13
LOC144097,111.4068182443199,5.734931145070255e-24,,,,
C1orf77,111.39065595279638,5.7743718907636396e-24,chr1,153633981.0,153633981.0,1q21.3
ADM,111.31381684052094,5.965637837564248e-24,chr11,10305072.0,1818986123.0,11p15.4
PDXDC1,111.23915622890685,6.1575699615479626e-24,chr16,14974734.0,2415416951.0,16p13.11
SLC35F1,111.16148914883053,6.363810789707436e-24,chr6,117907263.0,1179105587.0,6q22.2
CPAMD8,111.15305931687317,6.386608741730301e-24,chr19,16892950.0,2671304238.0,19p13.11
DIAPH2,111.04905030580474,6.674731774977466e-24,chrX,96684662.0,2971686184.0,Xq21.33
TMPO,110.97894910466044,6.876248399410328e-24,chr12,98515572.0,2042283245.0,12q23.1
ZNF623,110.92445269481021,7.037115867717632e-24,chr8,143636018.0,1534986294.0,8q24.3
TDP1,110.81437881753834,7.373653710907034e-24,chr14,89955926.0,2281363236.0,14q32.11
IFNE1,110.80051716730355,7.41716359179829e-24,chr9,21480839.0,1557969751.0,9p21.3
NOV,110.76946353306373,7.515574296560116e-24,chr8,119416445.0,1510766721.0,8q24.12
CLIC5,110.72858045800213,7.647136100537622e-24,chr6,45898452.0,1107096776.0,6p21.1
TRAF3,110.72561347085909,7.656773340813086e-24,chr14,102777448.0,2294184758.0,14q32.32
CHRNA6,110.68354091158812,7.794750806609697e-24,chr8,42752635.0,1434102911.0,8p11.21
EIF4G1,110.67910963965862,7.809427691055493e-24,chr3,184314494.0,675464445.0,3q27.1
DDX26B,110.59627861550048,8.08893552583477e-24,chrX,135520659.0,3010522181.0,Xq26.3
WSB1,110.52730829014705,8.329317126292232e-24,chr17,27294113.0,2518074675.0,17q11.1
SCAND1,110.52141195198702,8.350197253900568e-24,chr20,35953616.0,2748982520.0,20q11.23
RBPJ,110.50530309313122,8.407510168058497e-24,chr4,26163457.0,715608967.0,4p15.2
BIN1,110.41702589987212,8.728669614034676e-24,chr2,127048022.0,376004444.0,2q14.3
SPATA7,110.41307395699465,8.743331589158729e-24,chr14,88385643.0,2279792953.0,14q31.3
COL4A6,110.35828236340481,8.949177525265343e-24,chrX,108155606.0,2983157128.0,Xq22.3
AMPD1,110.3300206238381,9.057247974300315e-24,chr1,114673098.0,114673098.0,1p13.2
CAMP,110.30061928445458,9.171066424064079e-24,chr3,48223494.0,539373445.0,3p21.31
CLDN14,110.23505477439933,9.430076230554159e-24,chr21,36460620.0,2813933691.0,21q22.13
POLR3GL,110.20518361448227,9.550502951407403e-24,chr1,145964681.0,145964681.0,1q21.1
ALDOAP2,110.13972768937329,9.81981522754822e-24,,,,
OASL,110.13405032826242,9.84353035569027e-24,chr12,121020291.0,2064787964.0,12q24.31
IGF2,110.12349431882818,9.887777168124522e-24,chr11,2129111.0,1810810162.0,11p15.5
GGTA1,110.0243132499761,1.031337934666023e-23,chr9,121444989.0,1657933901.0,9q33.2
SLCO1A2,110.00584269037209,1.0394647097410471e-23,chr12,21264599.0,1965032272.0,12p12.1
USP5,109.9254351150767,1.0755983901290323e-23,chr12,6852149.0,1950619822.0,12p13.31
FAM130A2,109.89048673958398,1.0916940413158921e-23,chr2,165469697.0,414426119.0,2q24.3
RUSC2,109.75781398128284,1.1550289686527664e-23,chr9,35490110.0,1571979022.0,9p13.3
NT5E,109.75532819985173,1.1562501685119976e-23,chr6,85449583.0,1146647907.0,6q14.3
RCAN3,109.7063039733521,1.1806010369955337e-23,chr1,24502343.0,24502343.0,1p36.11
GRIA3,109.69283515146024,1.1873808182693745e-23,chrX,123184242.0,2998185764.0,Xq25
CCL28,109.5909399341594,1.2399537631566901e-23,chr5,43376645.0,923036710.0,5p12
SMARCC1,109.57498019730667,1.248397237765622e-23,chr3,47585269.0,538735220.0,3p21.31
RFXDC1,109.4797403720142,1.2999970219443801e-23,chr6,116877241.0,1178075565.0,6q22.1
CFL1,109.4724101456963,1.3040560551647799e-23,chr11,65854672.0,1874535723.0,11q13.1
C2orf29,109.40967644738232,1.339318514883998e-23,chr2,101252885.0,350209307.0,2q11.2
DTX1,109.3833247005887,1.3544147097011748e-23,chr12,113056729.0,2056824402.0,12q24.13
COL5A2,109.37083834754331,1.3616273103454372e-23,chr2,189031897.0,437988319.0,2q32.2
ALDOA,109.23854255324628,1.440455360220187e-23,chr16,30064278.0,2430506495.0,16p11.2
RAB11FIP2,109.06553422437808,1.5504949442770048e-23,chr10,118004915.0,1792888544.0,10q26.11
UBE2H,109.04530239642001,1.5639021655799376e-23,chr7,129830732.0,1361835035.0,7q32.2
MASTL,109.01198043610579,1.5862380480625248e-23,chr10,27155351.0,1702038980.0,10p12.1
HIST1H4I,108.97445872414019,1.6117725023313233e-23,chr6,27139281.0,1088337605.0,6p22.1
BCLAF1,108.96050262691226,1.6213748719459025e-23,chr6,136256626.0,1197454950.0,6q23.3
RAD51AP1,108.84776187191207,1.7010804375505041e-23,chr12,4538889.0,1948306562.0,12p13.32
PRUNE2,108.8451009840652,1.70300839426766e-23,chr9,76611375.0,1613100287.0,9q21.2
PPP1R16B,108.82914802915344,1.7146132419984782e-23,chr20,38805696.0,2751834600.0,20q11.23
VIM,108.77532179481248,1.7543575186153707e-23,chr10,17228240.0,1692111869.0,10p13
CHRM1,108.75382917751676,1.770484373225928e-23,chr11,62908678.0,1871589729.0,11q12.3
DZIP1L,108.62419552401518,1.8709585664967258e-23,chr3,138061989.0,629211940.0,3q22.3
NOL1,108.61682691858778,1.876838597747941e-23,chr12,6556870.0,1950324543.0,12p13.31
FANCD2,108.43095164614226,2.0314582455124077e-23,chr3,10026436.0,501176387.0,3p25.3
C9orf61,108.37949920917187,2.0764748094675666e-23,,,,
MOV10,108.30796797672981,2.1407269227881345e-23,chr1,112674311.0,112674311.0,1p13.2
NLK,108.21121706981783,2.2308186580938614e-23,chr17,28042676.0,2518823238.0,17q11.2
CLCN5,108.20971513957927,2.2322468013544168e-23,chrX,49922595.0,2924924117.0,Xp11.23
TBL2,108.1892129766301,2.2518337302448385e-23,chr7,73567537.0,1305571840.0,7q11.23
NCDN,108.13069501127318,2.3086933329132342e-23,chr1,35557791.0,35557791.0,1p34.3
VARS2,108.12241957295583,2.316849711393096e-23,chr6,30914207.0,1092112531.0,6p21.33
CALCOCO1,107.90718792800982,2.539449585087831e-23,chr12,53708517.0,1997476190.0,12q13.13
RAD1,107.90111346395618,2.5460342056898907e-23,chr5,34905260.0,914565325.0,5p13.2
HEATR2,107.8894950093758,2.5586761880163387e-23,chr7,726698.0,1232731001.0,7p22.3
EEF1B2,107.75703810956546,2.7073330351814495e-23,chr2,206159593.0,455116015.0,2q33.3
HIP2,107.74631637429376,2.7197387342688765e-23,chr4,39698135.0,729143645.0,4p14
ATAD5,107.69925543360577,2.774869391954318e-23,chr17,30831965.0,2521612527.0,17q11.2
RPS3A,107.6862204212018,2.790336953470911e-23,chr4,151099572.0,840545082.0,4q31.3
ZNF598,107.66566250640969,2.8149073497619966e-23,chr16,1997653.0,2402439870.0,16p13.3
MBNL1,107.65024888233717,2.833471720801653e-23,chr3,152243631.0,643393582.0,3q25.1
SLIT2,107.5973789306182,2.8980875682387076e-23,chr4,20251904.0,709697414.0,4p15.31
BCHE,107.56937956787769,2.9329042880936776e-23,chr3,165772903.0,656922854.0,3q26.1
FZD7,107.522496591854,2.992144937752877e-23,chr2,202034586.0,450991008.0,2q33.1
LOC644285,107.51984557029917,2.9955303764682195e-23,chr5,87318414.0,966978479.0,5q14.3
H2AFZ,107.45328738408575,3.081798710165623e-23,chr4,99948088.0,789393598.0,4q23
SHROOM2,107.43696327569691,3.1033349817842534e-23,chrX,9786428.0,2884787950.0,Xp22.2
S100P,107.33828926284093,3.2367690501884875e-23,chr4,6693877.0,696139387.0,4p16.1
PDK3,107.30849707407117,3.2781767860400304e-23,chrX,24465285.0,2899466807.0,Xp22.11
DCTN5,107.29799903289542,3.292894187011263e-23,chr16,23641465.0,2424083682.0,16p12.2
C5orf13,107.27902709203943,3.319659712090875e-23,chr5,111728801.0,991388866.0,5q22.1
B4GALNT4,107.25114213918499,3.359396477928729e-23,chr11,369498.0,1809050549.0,11p15.5
SAA2,107.18757625490468,3.4517730822026975e-23,chr11,18238235.0,1826919286.0,11p15.1
PAX4,107.10769545483913,3.5714827044158233e-23,chr7,127610291.0,1359614594.0,7q32.1
LYCAT,107.10538209629188,3.575010905371837e-23,chr2,30447245.0,279403667.0,2p23.1
FXYD6,107.09095744430921,3.597089593204301e-23,chr11,117836975.0,1926518026.0,11q23.3
ARID5A,107.05142103259867,3.6583089794655235e-23,chr2,96536751.0,345493173.0,2q11.2
EPB41L2,106.99071295500883,3.754352982724785e-23,chr6,130839347.0,1192037671.0,6q23.1
APOD,106.88742159229365,3.923618391779541e-23,chr3,195568704.0,686718655.0,3q29
